DRUG_NAME,STRUCT_ID,TARGET_NAME,TARGET_CLASS,ACCESSION,GENE,SWISSPROT,ACT_VALUE,ACT_UNIT,ACT_TYPE,ACT_COMMENT,ACT_SOURCE,RELATION,MOA,MOA_SOURCE,ACT_SOURCE_URL,MOA_SOURCE_URL,ACTION_TYPE,TDL,ORGANISM,NEW_ID
flusalan,3236,Mu-type opioid receptor,GPCR,P42866,Oprm1,OPRM_MOUSE,8.07,,IC50,Ability to induce 50% of maximal effect in mouse vas deferens expressing Opioid receptor delta 1,CHEMBL,=,,,,,,,Mus musculus,MGI:97441
pentazocine,3424,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,8.409,,Ki,,WOMBAT-PK,=,,,,,,Tclin,Homo sapiens,HGNC:8156
quercetin,3514,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,6.05,,IC50,Inhibition of EGFR,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:3236
quercetin,3514,RAC-alpha serine/threonine-protein kinase,Kinase,P31749,AKT1,AKT1_HUMAN,5.27,,IC50,Inhibition of AKT1 (unknown origin),CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:391
quercetin,3514,Casein kinase II subunit alpha,Kinase,P68400,CSNK2A1,CSK21_HUMAN,5.93,,Ki,Inhibitory constant against Zea mays CK2alpha,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:2457
quercetin,3514,Phosphatidylinositol 3-kinase regulatory subunit alpha,Kinase,P27986,PIK3R1,P85A_HUMAN,5.42,,IC50,Inhibition of PI3K,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:8979
quercetin,3514,Lysine-specific histone demethylase 1A,Enzyme,O60341,KDM1A,KDM1A_HUMAN,5.9,,IC50,Inhibition of LSD1 (unknown origin) by fluorescence assay,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:29079
quercetin,3514,Amyloid beta A4 protein,Unclassified,P05067,APP,A4_HUMAN,5.1,,IC50,Inhibition of amyloid beta (1 to 42) aggregation (unknown origin),CHEMBL,=,,,,,,,Homo sapiens,HGNC:620
quercetin,3514,Lysine-specific histone demethylase 1A,Enzyme,O60341,KDM1A,KDM1A_HUMAN,5.9,,IC50,Inhibition of LSD1 (unknown origin) by fluorescence assay,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:29079
ruboxistaurin,3533,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,5.29,,Kd,Binding constant for EGFR(E746-A750del) kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:3236
ruboxistaurin,3533,Protein kinase C gamma type,Kinase,P05129,PRKCG,KPCG_HUMAN,6.52,,IC50,Inhibition of Protein kinase C gamma,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:9402
ruboxistaurin,3533,Ribosomal protein S6 kinase beta-1,Kinase,P23443,RPS6KB1,KS6B1_HUMAN,6.68,,Kd,Binding constant for S6K1 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:10436
ruboxistaurin,3533,Casein kinase II subunit alpha,Kinase,P68400,CSNK2A1,CSK21_HUMAN,5.44,,Kd,Binding constant for full-length CSNK2A1,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:2457
rutoside,3535,Lysine-specific histone demethylase 1A,Enzyme,O60341,KDM1A,KDM1A_HUMAN,5.67,,IC50,Inhibition of LSD1 (unknown origin) by fluorescence assay,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:29079
rutoside,3535,Lysine-specific histone demethylase 1A,Enzyme,O60341,KDM1A,KDM1A_HUMAN,5.67,,IC50,Inhibition of LSD1 (unknown origin) by fluorescence assay,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:29079
ciramadol,3713,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,,,,Mechanism of Action,SCIENTIFIC LITERATURE,,1.0,SCIENTIFIC LITERATURE,https://pubmed.ncbi.nlm.nih.gov/2572952,https://pubmed.ncbi.nlm.nih.gov/2572952,MODULATOR,Tclin,Homo sapiens,HGNC:8156
baicalin,4055,Lysine-specific histone demethylase 1A,Enzyme,O60341,KDM1A,KDM1A_HUMAN,5.45,,IC50,Inhibition of LSD1 (unknown origin),CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:29079
baicalin,4055,Lysine-specific histone demethylase 1A,Enzyme,O60341,KDM1A,KDM1A_HUMAN,5.45,,IC50,Inhibition of LSD1 (unknown origin),CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:29079
tirilazad,4063,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,4.69,,IC50,"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:3236
tirilazad,4063,Mitogen-activated protein kinase 3,Kinase,P27361,MAPK3,MK03_HUMAN,4.789,,IC50,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK1 enzyme inhibition (substrate: Myelin Basic Protein)",DRUG MATRIX,=,,,,,,Tchem,Homo sapiens,HGNC:6877
pazopanib,4118,Serine/threonine-protein kinase NLK,Kinase,Q9UBE8,NLK,NLK_HUMAN,5.36,,Kd,Binding constant for full-length NLK,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:29858
pazopanib,4118,Mitogen-activated protein kinase kinase kinase 10,Kinase,Q02779,MAP3K10,M3K10_HUMAN,5.68,,Kd,Binding constant for MLK2 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:6849
gentian violet,4138,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,6.06,,Ki,"DRUGMATRIX: Opiate mu (OP3, MOP) radioligand binding (ligand: [3H] Diprenorphine)",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:8156
gentian violet,4138,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,6.325,,IC50,"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:3236
temsirolimus,4161,Serine/threonine-protein kinase mTOR,Kinase,P42345,MTOR,MTOR_HUMAN,5.75,,IC50,Inhibition of FKBP12-independent human recombinant mTOR expressed in HEK293 cells using His6-S6K1 as a substrate by DELFIA assay,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:3942
boceprevir,4172,Lysosomal protective protein,Enzyme,P10619,CTSA,PPGB_HUMAN,6.0,,IC50,,IUPHAR,=,,,,,INHIBITOR,Tchem,Homo sapiens,HGNC:9251
telaprevir,4173,Lysosomal protective protein,Enzyme,P10619,CTSA,PPGB_HUMAN,7.0,,IC50,,IUPHAR,=,,,,,INHIBITOR,Tchem,Homo sapiens,HGNC:9251
vandetanib,4178,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,8.32,,Kd,Binding constant for EGFR(E746-A750del) kinase domain,CHEMBL,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL24828,INHIBITOR,Tclin,Homo sapiens,HGNC:3236
vandetanib,4178,Ribosomal protein S6 kinase beta-1,Kinase,P23443,RPS6KB1,KS6B1_HUMAN,5.8,,Kd,Binding constant for S6K1 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:10436
icatibant,4186,B1 bradykinin receptor,GPCR,P46663,BDKRB1,BKRB1_HUMAN,7.0,,Ki,,IUPHAR,=,,,,,ANTAGONIST,Tchem,Homo sapiens,HGNC:1029
crizotinib,4187,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,5.57,,Kd,Binding constant for EGFR(G719C) kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:3236
crizotinib,4187,Inhibitor of nuclear factor kappa-B kinase subunit beta,Kinase,O14920,IKBKB,IKKB_HUMAN,5.26,,Kd,Binding constant for IKK-beta kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:5960
crizotinib,4187,Ribosomal protein S6 kinase beta-1,Kinase,P23443,RPS6KB1,KS6B1_HUMAN,6.19,,Kd,Binding constant for S6K1 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:10436
crizotinib,4187,Serine/threonine-protein kinase ULK1,Kinase,O75385,ULK1,ULK1_HUMAN,6.0,,Kd,Binding constant for ULK1 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:12558
hydroxyprogesterone caproate,4189,Mitogen-activated protein kinase 3,Kinase,P27361,MAPK3,MK03_HUMAN,5.501,,IC50,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK1 enzyme inhibition (substrate: Myelin Basic Protein)",DRUG MATRIX,=,,,,,,Tchem,Homo sapiens,HGNC:6877
ruxolitinib,4190,Inhibitor of nuclear factor kappa-B kinase subunit beta,Kinase,O14920,IKBKB,IKKB_HUMAN,5.64,,Kd,Binding constant for IKK-beta kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:5960
ruxolitinib,4190,Casein kinase II subunit alpha,Kinase,P68400,CSNK2A1,CSK21_HUMAN,5.38,,Kd,Binding constant for CSNK2A1 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:2457
ruxolitinib,4190,Serine/threonine-protein kinase ULK1,Kinase,O75385,ULK1,ULK1_HUMAN,6.52,,Kd,Binding constant for ULK1 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:12558
axitinib,4225,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,5.64,,Kd,Binding constant for EGFR(G719C) kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:3236
ingenol mebutate,4226,Protein kinase C gamma type,Kinase,P05129,PRKCG,KPCG_HUMAN,9.79,,Ki,,IUPHAR,=,,,,,ACTIVATOR,Tchem,Homo sapiens,HGNC:9402
tapentadol,4283,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,7.018,,Ki,,WOMBAT-PK,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201777,AGONIST,Tclin,Homo sapiens,HGNC:8156
Florbetapir F-18,4285,Amyloid beta A4 protein,Unclassified,P05067,APP,A4_HUMAN,8.54,,Ki,,CHEMBL,=,,,,,,,Homo sapiens,HGNC:620
Flutemetamol (18F),4301,Amyloid beta A4 protein,Unclassified,P05067,APP,A4_HUMAN,9.15,,Ki,Binding affinity to human amyloid beta plaque,CHEMBL,=,,,,,,,Homo sapiens,HGNC:620
afatinib,4318,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,10.0,,Kd,Binding constant for EGFR(G719C) kinase domain,CHEMBL,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1173655,INHIBITOR,Tclin,Homo sapiens,HGNC:3236
zinc chloride,4344,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,5.66,,IC50,"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:3236
bosutinib,4359,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,7.74,,Kd,Binding constant for EGFR(E746-A750del) kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:3236
bosutinib,4359,Ribosomal protein S6 kinase beta-1,Kinase,P23443,RPS6KB1,KS6B1_HUMAN,6.18,,Kd,Binding constant for S6K1 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:10436
bosutinib,4359,Serine/threonine-protein kinase NLK,Kinase,Q9UBE8,NLK,NLK_HUMAN,5.66,,Kd,Binding constant for NLK kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:29858
bosutinib,4359,Serine/threonine-protein kinase ULK1,Kinase,O75385,ULK1,ULK1_HUMAN,5.92,,Kd,Binding constant for ULK1 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:12558
cetrimide,4360,Dynamin-1,Structural,Q05193,DNM1,DYN1_HUMAN,5.24,,IC50,Concentration required against dynamin-1 GTPase activity of sheep brain.,CHEMBL,=,,,,,,Tbio,Homo sapiens,HGNC:2972
cisplatin,4392,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,5.582,,IC50,"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:3236
cisplatin,4392,Mitogen-activated protein kinase 3,Kinase,P27361,MAPK3,MK03_HUMAN,5.335,,IC50,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK1 enzyme inhibition (substrate: Myelin Basic Protein)",DRUG MATRIX,=,,,,,,Tchem,Homo sapiens,HGNC:6877
colistin,4425,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,5.824,,IC50,"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:3236
carfilzomib,4483,Proteasome subunit beta type-1,Enzyme,P20618,PSMB1,PSB1_HUMAN,5.84,,IC50,Inhibition of human caspase-like activity of 20S constitutive proteasome preincubated for 15 mins followed by substrate addition by fluorescence assay,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:9537
carfilzomib,4483,Proteasome subunit beta type-2,Enzyme,P49721,PSMB2,PSB2_HUMAN,6.69,,IC50,Inhibition of 20S proteasome beta2 subunit in human Jurkat cell lysate using Suc-RLR-AMC as substrate pretreated for 30 mins followed by substrate addition and measured after 60 mins by fluorescence assay,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:9539
carfilzomib,4483,Proteasome subunit beta type-1,Enzyme,P20618,PSMB1,PSB1_HUMAN,5.84,,IC50,Inhibition of human caspase-like activity of 20S constitutive proteasome preincubated for 15 mins followed by substrate addition by fluorescence assay,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:9537
diosmetin,4601,Lysine-specific histone demethylase 1A,Enzyme,O60341,KDM1A,KDM1A_HUMAN,4.55,,IC50,Inhibition of LSD1 (unknown origin) by fluorescence assay,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:29079
diosmetin,4601,Lysine-specific histone demethylase 1A,Enzyme,O60341,KDM1A,KDM1A_HUMAN,4.55,,IC50,Inhibition of LSD1 (unknown origin) by fluorescence assay,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:29079
methylnaltrexone,4616,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,7.55,,Ki,,WOMBAT-PK,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1186579,ANTAGONIST,Tclin,Homo sapiens,HGNC:8156
rose bengal,4637,Beta-galactosidase,Enzyme,P16278,GLB1,BGAL_HUMAN,4.1,,IC50,Inhibition of Beta-galactosidase,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:4298
nalfurafine,4673,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,9.14,,EC50,,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:8156
nalfurafine,4673,Mitogen-activated protein kinase 3,Kinase,P27361,MAPK3,MK03_HUMAN,9.26,,EC50,Inhibition of ERK1 phosphorylation (unknown origin),CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:6877
nalfurafine,4673,Mu-type opioid receptor,GPCR,P42866,Oprm1,OPRM_MOUSE,9.37,,Ki,Displacement of [3H]DAMGO from mu opioid receptor in mouse whole brain without cerebellum,CHEMBL,=,,,,,,,Mus musculus,MGI:97441
nalfurafine,4673,Mitogen-activated protein kinase 3,Kinase,P27361,MAPK3,MK03_HUMAN,9.26,,EC50,Inhibition of ERK1 phosphorylation (unknown origin),CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:6877
sodium aurothiomalate,4706,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,5.624,,IC50,"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:3236
cabozantinib,4715,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,6.65,,IC50,Inhibition of EGFR (unknown origin) by HTRF method,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:3236
thiomersal,4733,Mitogen-activated protein kinase 3,Kinase,P27361,MAPK3,MK03_HUMAN,6.111,,IC50,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK1 enzyme inhibition (substrate: Myelin Basic Protein)",DRUG MATRIX,=,,,,,,Tchem,Homo sapiens,HGNC:6877
ridaforolimus,4778,Serine/threonine-protein kinase mTOR,Kinase,P42345,MTOR,MTOR_HUMAN,9.699,,IC50,"Measured as dose-dependent inhibition of phosphorylation of ribosomal protein S6, a signaling protein downstream of mTOR",SCIENTIFIC LITERATURE,=,1.0,SCIENTIFIC LITERATURE,https://pubmed.ncbi.nlm.nih.gov/21482695,https://pubmed.ncbi.nlm.nih.gov/21482695,INHIBITOR,Tclin,Homo sapiens,HGNC:3942
ibrutinib,4810,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,8.25,,IC50,Inhibition of ErbB1 relative to control,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:3236
florbetaben F18,4818,Amyloid beta A4 protein,Unclassified,P05067,APP,A4_HUMAN,8.65,,Ki,,CHEMBL,=,,,,,,,Homo sapiens,HGNC:620
naloxegol,4832,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,,,,Mechanism of Action,DRUG LABEL,,1.0,DRUG LABEL,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/204760s000lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/204760s000lbl.pdf,ANTAGONIST,Tclin,Homo sapiens,HGNC:8156
ceritinib,4866,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,6.05,,IC50,Inhibition of EGFR (unknown origin) after 60 mins,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:3236
dexrabeprazole,4867,Fatty acid synthase,Enzyme,P49327,FASN,FAS_HUMAN,5.23,,Ki,Inhibition of purified recombinant FASN TE activity (unknown origin) using 4-MUH as substrate preincubated for 30 mins before substrate addition measured after 1 hr by fluorescence assay,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:3594
nintedanib,4903,Ribosomal protein S6 kinase beta-1,Kinase,P23443,RPS6KB1,KS6B1_HUMAN,6.72,,Kd,Binding constant for S6K1 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:10436
nintedanib,4903,Casein kinase II subunit alpha,Kinase,P68400,CSNK2A1,CSK21_HUMAN,5.12,,Kd,Binding constant for CSNK2A1 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:2457
nintedanib,4903,Mitogen-activated protein kinase kinase kinase 10,Kinase,Q02779,MAP3K10,M3K10_HUMAN,5.64,,Kd,Binding constant for MLK2 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:6849
nintedanib,4903,Inhibitor of nuclear factor kappa-B kinase subunit alpha,Kinase,O15111,CHUK,IKKA_HUMAN,5.35,,Kd,Binding constant for IKK-alpha kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:1974
nintedanib,4903,Serine/threonine-protein kinase ULK1,Kinase,O75385,ULK1,ULK1_HUMAN,6.47,,Kd,Binding constant for ULK1 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:12558
lenvatinib,4942,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,5.187,,IC50,in vitro kinase activity at 1uM ATP,SCIENTIFIC LITERATURE,=,,,https://pubmed.ncbi.nlm.nih.gov/17943726,,INHIBITOR,Tclin,Homo sapiens,HGNC:3236
cetuximab,4954,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,9.41,,Kd,,IUPHAR,=,1.0,DRUG LABEL,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/125084s063lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/125084s063lbl.pdf,ANTIBODY BINDING,Tclin,Homo sapiens,HGNC:3236
panitumumab,4955,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,10.3,,Kd,,IUPHAR,=,1.0,DRUG LABEL,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/125147s200lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/125147s200lbl.pdf,AGONIST,Tclin,Homo sapiens,HGNC:3236
eluxadoline,5001,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,8.77,,Ki,Recombinantly expressed human mu OR,SCIENTIFIC LITERATURE,=,1.0,DRUG LABEL,https://pubmed.ncbi.nlm.nih.gov/22671931,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/206940s000lbl.pdf,AGONIST,Tclin,Homo sapiens,HGNC:8156
tannic acid,5039,Mitogen-activated protein kinase 3,Kinase,P27361,MAPK3,MK03_HUMAN,5.39,,IC50,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK1 enzyme inhibition (substrate: Myelin Basic Protein)",CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:6877
osimertinib,5062,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,7.824,,IC50,Inhibition of EGFR phosphorylation in double mutant cell line H1975,SCIENTIFIC LITERATURE,=,1.0,DRUG LABEL,https://pubmed.ncbi.nlm.nih.gov/25271963,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/208065s000lbl.pdf,INHIBITOR,Tclin,Homo sapiens,HGNC:3236
ixazomib,5067,Proteasome subunit beta type-1,Enzyme,P20618,PSMB1,PSB1_HUMAN,7.509,,IC50,,SCIENTIFIC LITERATURE,=,,,https://pubmed.ncbi.nlm.nih.gov/20160034,,INHIBITOR,Tclin,Homo sapiens,HGNC:9537
ixazomib,5067,Proteasome subunit beta type-2,Enzyme,P49721,PSMB2,PSB2_HUMAN,5.456,,IC50,,SCIENTIFIC LITERATURE,=,,,https://pubmed.ncbi.nlm.nih.gov/20160034,,INHIBITOR,Tclin,Homo sapiens,HGNC:9539
necitumumab,5071,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,9.49,,Kd,Binding affinity of whole IMC-11F8 IgG using BIAcore sensor technology.,IUPHAR,=,1.0,DRUG LABEL,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/125547s000lbl.pdf,ANTIBODY BINDING,Tclin,Homo sapiens,HGNC:3236
migalastat,5110,Beta-galactosidase,Enzyme,P16278,GLB1,BGAL_HUMAN,4.05,,IC50,,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:4298
chromic chloride,5118,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,5.53,,IC50,,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:3236
icotinib,5209,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,8.699,,IC50,,SCIENTIFIC LITERATURE,=,1.0,SCIENTIFIC LITERATURE,https://pubmed.ncbi.nlm.nih.gov/22959248,https://pubmed.ncbi.nlm.nih.gov/22088449,INHIBITOR,Tclin,Homo sapiens,HGNC:3236
olmutinib,5210,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,8.036,,IC50,HCC827 cells expressing EGFR(DEL19),SCIENTIFIC LITERATURE,=,1.0,SCIENTIFIC LITERATURE,https://pubmed.ncbi.nlm.nih.gov/27357069,https://pubmed.ncbi.nlm.nih.gov/27357069,INHIBITOR,Tclin,Homo sapiens,HGNC:3236
naldemedine,5220,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,8.95,,Ki,,IUPHAR,=,1.0,DRUG LABEL,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/208854s000lbl.pdf,ANTAGONIST,Tclin,Homo sapiens,HGNC:8156
midostaurin,5231,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,8.06,,Kd,"Binding constant for EGFR(L858R,T790M) kinase domain",CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:3236
midostaurin,5231,RAC-alpha serine/threonine-protein kinase,Kinase,P31749,AKT1,AKT1_HUMAN,6.02,,Kd,Binding constant for AKT1 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:391
midostaurin,5231,Inhibitor of nuclear factor kappa-B kinase subunit beta,Kinase,O14920,IKBKB,IKKB_HUMAN,5.2,,Kd,Binding constant for IKK-beta kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:5960
midostaurin,5231,Ribosomal protein S6 kinase beta-1,Kinase,P23443,RPS6KB1,KS6B1_HUMAN,5.89,,Kd,Binding constant for S6K1 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:10436
midostaurin,5231,Casein kinase II subunit alpha,Kinase,P68400,CSNK2A1,CSK21_HUMAN,6.6,,Kd,Binding constant for full-length CSNK2A1,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:2457
midostaurin,5231,Mitogen-activated protein kinase kinase kinase 10,Kinase,Q02779,MAP3K10,M3K10_HUMAN,6.1,,Kd,Binding constant for MLK2 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:6849
midostaurin,5231,Inhibitor of nuclear factor kappa-B kinase subunit alpha,Kinase,O15111,CHUK,IKKA_HUMAN,5.42,,Kd,Binding affinity to IKK-alpha,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:1974
brigatinib,5233,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,7.174,,IC50,,SCIENTIFIC LITERATURE,=,,,https://pubmed.ncbi.nlm.nih.gov/27780853,,INHIBITOR,Tclin,Homo sapiens,HGNC:3236
neratinib,5252,Mitogen-activated protein kinase kinase kinase 10,Kinase,Q02779,MAP3K10,M3K10_HUMAN,5.34,,Kd,Binding constant for MLK2 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:6849
neratinib,5252,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,7.036,,IC50,,SCIENTIFIC LITERATURE,=,1.0,DRUG LABEL,https://pubmed.ncbi.nlm.nih.gov/15715478,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/208051s000lbl.pdf,INHIBITOR,Tclin,Homo sapiens,HGNC:3236
copanlisib,5256,Serine/threonine-protein kinase mTOR,Kinase,P42345,MTOR,MTOR_HUMAN,7.35,,IC50,,IUPHAR,=,,,,,INHIBITOR,Tclin,Homo sapiens,HGNC:3942
dacomitinib,5297,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,8.222,,IC50,ELISA-Based erbB Kinase Assay with 20 uM [ATP],SCIENTIFIC LITERATURE,=,1.0,DRUG LABEL,https://pubmed.ncbi.nlm.nih.gov/30506139,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/211288s000lbl.pdf,INHIBITOR,Tclin,Homo sapiens,HGNC:3236
