DRUG_NAME,STRUCT_ID,TARGET_NAME,TARGET_CLASS,ACCESSION,GENE,SWISSPROT,ACT_VALUE,ACT_UNIT,ACT_TYPE,ACT_COMMENT,ACT_SOURCE,RELATION,MOA,MOA_SOURCE,ACT_SOURCE_URL,MOA_SOURCE_URL,ACTION_TYPE,TDL,ORGANISM,NEW_ID
fedratinib,5347,Platelet-derived growth factor receptor beta,Kinase,P09619,PDGFRB,PGFRB_HUMAN,7.35,,Kd,Binding constant for PDGFRB kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:8804
fedratinib,5347,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,6.24,,Kd,Binding constant for EGFR(T790M) kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:3236
fedratinib,5347,Vascular endothelial growth factor receptor 3,Kinase,P35916,FLT4,VGFR3_HUMAN,5.7,,Kd,Binding constant for FLT4 kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:3767
fedratinib,5347,Focal adhesion kinase 1,Kinase,Q05397,PTK2,FAK1_HUMAN,7.38,,Kd,Binding constant for FAK kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:9611
selumetinib,5388,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,5.66,,Kd,Binding constant for EGFR(T790M) kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:3236
tucatinib,5389,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,6.35,,IC50,Inhibition of enzyme activity in a biochemical assay.,IUPHAR,=,,,,,INHIBITOR,Tclin,Homo sapiens,HGNC:3236
ripretinib,5394,Platelet-derived growth factor receptor beta,Kinase,P09619,PDGFRB,PGFRB_HUMAN,8.05,,IC50,In vitro kinase binding assay,DRUG LABEL,=,,,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/213973Orig1s000MultidisciplineR.pdf,,INHIBITOR,Tclin,Homo sapiens,HGNC:8804
pralsetinib,5412,Platelet-derived growth factor receptor beta,Kinase,P09619,PDGFRB,PGFRB_HUMAN,7.0,,IC50,,DRUG LABEL,=,,,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/213721Orig1s000MultidisciplineR.pdf,,INHIBITOR,Tclin,Homo sapiens,HGNC:8804
filgotinib,5419,Vascular endothelial growth factor receptor 3,Kinase,P35916,FLT4,VGFR3_HUMAN,6.56,,IC50,Inhibition of human FLT4 (unknown origin),CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:3767
filgotinib,5419,Vascular endothelial growth factor receptor 3,Kinase,P35916,FLT4,VGFR3_HUMAN,6.56,,IC50,Inhibition of human FLT4 (unknown origin),CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:3767
infigratinib,5459,Vascular endothelial growth factor receptor 3,Kinase,P35916,FLT4,VGFR3_HUMAN,5.68,,IC50,Inhibition of VEGFR3 juxtamembrane domain-mediated proliferation of mouse BAF3 cells transformed with TEL-Kinase construct,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:3767
infigratinib,5459,Vascular endothelial growth factor receptor 3,Kinase,P35916,FLT4,VGFR3_HUMAN,5.68,,IC50,Inhibition of VEGFR3 juxtamembrane domain-mediated proliferation of mouse BAF3 cells transformed with TEL-Kinase construct,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:3767
