DRUG_NAME,STRUCT_ID,TARGET_NAME,TARGET_CLASS,ACCESSION,GENE,SWISSPROT,ACT_VALUE,ACT_UNIT,ACT_TYPE,ACT_COMMENT,ACT_SOURCE,RELATION,MOA,MOA_SOURCE,ACT_SOURCE_URL,MOA_SOURCE_URL,ACTION_TYPE,TDL,ORGANISM,NEW_ID
pizotifen,2220,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,8.7,,Ki,Binding affinity to muscarinic M1 receptor (unknown origin),CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:1950
pridinol,2263,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,8.796,,Ki,,PDSP,=,,,,,,Tclin,Homo sapiens,HGNC:1950
prochlorperazine,2274,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.613,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
procyclidine,2276,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,8.337,,Ki,,PDSP,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL86715,ANTAGONIST,Tclin,Homo sapiens,HGNC:1950
promazine,2284,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.825,,Ki,,WOMBAT-PK,=,,,,,,Tclin,Homo sapiens,HGNC:1950
promazine,2284,Major prion protein,Surface antigen,P04156,PRNP,PRIO_HUMAN,5.3,,EC50,Half maximal inhibition of Prion protein PrPsc formation was assayed in ScN2a cells,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:9449
promethazine,2286,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,8.479,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
promethazine,2286,Major prion protein,Surface antigen,P04156,PRNP,PRIO_HUMAN,5.1,,EC50,Half maximal inhibition of Prion protein PrPsc formation was assayed in ScN2a cells,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:9449
propantheline,2293,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,9.7,,Ki,,IUPHAR,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1180725,ANTAGONIST,Tclin,Homo sapiens,HGNC:1950
propiomazine,2298,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,,,,,WOMBAT-PK,,,,,,,Tclin,Homo sapiens,HGNC:1950
propranolol,2303,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,Q13936,CACNA1C,CAC1C_HUMAN,4.319,,Ki,,WOMBAT-PK,=,,,,,,Tclin,Homo sapiens,HGNC:1390
protriptyline,2320,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,7.7,,Ki,,WOMBAT-PK,=,,,,,,Tclin,Homo sapiens,HGNC:1950
pyrimethamine,2332,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,8.721,,Ki,,PDSP,,,,,,,Tclin,Homo sapiens,HGNC:1950
quetiapine,2337,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,7.25,,Ki,Binding affinity towards human M1 receptor.,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:1950
mepacrine,2338,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.445,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
mepacrine,2338,Major prion protein,Surface antigen,P04156,PRNP,PRIO_HUMAN,6.52,,EC50,Half maximal inhibition of Prion protein PrPsc formation was assayed in ScN2a cells,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:9449
risperidone,2389,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.55,,Ki,Binding affinity to human cloned muscarinic M1 receptor,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:1950
scopolamine,2424,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,9.0,,Ki,,WOMBAT-PK,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2251240,ANTAGONIST,Tclin,Homo sapiens,HGNC:1950
sertraline,2436,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.128,,Ki,,PDSP,=,,,,,,Tclin,Homo sapiens,HGNC:1950
solifenacin,2457,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,7.2,,IC50,Displacement of [3H]NMS from human muscarinic M1 receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:1950
sorafenib,2459,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,6.41,,IC50,Inhibition of recombinant c-Src by radioactive phosphotransfer assay in presence of 10 uM ATP,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
sorafenib,2459,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,5.52,,Kd,Binding constant for LYN kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:6735
strychnine,2484,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.0,,Kd,,IUPHAR,=,,,,,ALLOSTERIC MODULATOR,Tclin,Homo sapiens,HGNC:1950
sulconazole,2495,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.053,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
suloctidil,2536,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.965,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
sunitinib,2544,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,5.68,,Kd,Binding constant for SRC kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
sunitinib,2544,Focal adhesion kinase 1,Kinase,Q05397,PTK2,FAK1_HUMAN,6.36,,Kd,Binding constant for PTK2 kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:9611
sunitinib,2544,Serine/threonine-protein kinase MARK2,Kinase,Q7KZI7,MARK2,MARK2_HUMAN,6.51,,Kd,Binding constant for MARK2 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:3332
sunitinib,2544,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,6.57,,Kd,Binding constant for LYN kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:6735
sunitinib,2544,Serine/threonine-protein kinase PAK 3,Kinase,O75914,PAK3,PAK3_HUMAN,7.8,,Kd,Binding constant for full-length PAK3,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:8592
sunitinib,2544,Serine/threonine-protein kinase PAK 7,Kinase,Q9P286,PAK5,PAK5_HUMAN,6.19,,Kd,Binding constant for PAK7/PAK5 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:15916
sunitinib,2544,Serine/threonine-protein kinase PAK 4,Kinase,O96013,PAK4,PAK4_HUMAN,5.64,,Kd,Binding constant for PAK4 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:16059
tacrine,2551,Muscarinic acetylcholine receptor M1,GPCR,P12657,Chrm1,ACM1_MOUSE,5.7,,IC50,Binding affinity against mouse Muscarinic acetylcholine receptor M1 using cerebral cortex and [3H]pirenzepine,CHEMBL,=,,,,,,,Mus musculus,MGI:88396
tacrine,2551,Amyloid beta A4 protein,Unclassified,P05067,APP,A4_HUMAN,7.91,,IC50,Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation after 24 hrs by thioflavin T fluorescence assay,CHEMBL,=,,,,,,,Homo sapiens,HGNC:620
tamoxifen,2561,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.167,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
terconazole,2599,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.862,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
terfenadine,2600,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.54,,IC50,Compound is evaluated for in vitro receptor binding affinity against Muscarinic acetylcholine receptor M1,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:1950
sapropterin,2612,"Nitric oxide synthase, brain",Enzyme,P29475,NOS1,NOS1_HUMAN,5.95,,Kd,Activity of tetrahydrobiopterin free nNOS,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:7872
thiethylperazine,2630,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,,,,,WOMBAT-PK,,,,,,,Tclin,Homo sapiens,HGNC:1950
thioridazine,2637,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,8.569,,Ki,,PDSP,=,,,,,,Tclin,Homo sapiens,HGNC:1950
thiothixene,2639,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.585,,Ki,,PDSP,=,,,,,,Tclin,Homo sapiens,HGNC:1950
tiludronic acid,2666,Tyrosine-protein phosphatase non-receptor type 1,Enzyme,P18031,PTPN1,PTN1_HUMAN,,,,,WOMBAT-PK,,,,,,,Tchem,Homo sapiens,HGNC:9642
tiotropium bromide,2677,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,11.0,,Ki,,WOMBAT-PK,=,,,,,,Tclin,Homo sapiens,HGNC:1950
tolterodine,2705,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,8.85,,Ki,Displacement of [3H]N-methyl Scopolamine from human cloned muscarinic M1 receptor expressed in CHO cells,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:1950
tridihexethyl,2737,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,,,,Mechanism of Action; CHEMBL216; SINGLE PROTEIN,CHEMBL,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201354,ANTAGONIST,Tclin,Homo sapiens,HGNC:1950
trihexyphenidyl,2745,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,8.89,,IC50,Evaluated for its binding affinity at human muscarinic receptor m1 by displacement of [3H]NMS binding using membranes in transfected chinese hamster ovarian cell,CHEMBL,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1092,ANTAGONIST,Tclin,Homo sapiens,HGNC:1950
troglitazone,2767,Tyrosine-protein phosphatase non-receptor type 1,Enzyme,P18031,PTPN1,PTN1_HUMAN,4.26,,IC50,Inhibition of PTP1B,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:9642
tropicamide,2774,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,7.167,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
trospium,2776,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,,,,,WOMBAT-PK,,,,,,,Tclin,Homo sapiens,HGNC:1950
valethamate,2800,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,8.56,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:1950
valproic acid,2803,Histone deacetylase 2,Enzyme,Q92769,HDAC2,HDAC2_HUMAN,4.21,,IC50,Inhibition of human recombinant HDAC2,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:4853
verapamil,2815,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,Q13936,CACNA1C,CAC1C_HUMAN,6.0,,IC50,,WOMBAT-PK,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL6966,BLOCKER,Tclin,Homo sapiens,HGNC:1390
verapamil,2815,Voltage-dependent L-type calcium channel subunit alpha-1S,Ion channel,Q13698,CACNA1S,CAC1S_HUMAN,,,,,UNKNOWN,,1.0,IUPHAR,,http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2406,BLOCKER,Tclin,Homo sapiens,HGNC:1397
vinburnine,2824,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.1,,Kd,,IUPHAR,=,,,,,ALLOSTERIC MODULATOR,Tclin,Homo sapiens,HGNC:1950
nicotinic acid,2835,Amyloid beta A4 protein,Unclassified,P05067,APP,A4_HUMAN,4.88,,IC50,Inhibition of amyloid beta aggregation (unknown origin) after 4 hrs by thioflavin S assay in absence of Zn2+,CHEMBL,=,,,,,,,Homo sapiens,HGNC:620
ziprasidone,2865,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.55,,Ki,,WOMBAT-PK,=,,,,,,Tclin,Homo sapiens,HGNC:1950
zotepine,2875,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,7.745,,Ki,,PDSP,=,,,,,,Tclin,Homo sapiens,HGNC:1950
suramin,2966,NAD-dependent protein deacetylase sirtuin-2,Enzyme,Q8IXJ6,SIRT2,SIR2_HUMAN,5.96,,IC50,Inhibition of recombinant SIRT2 using ZMAL substrate after 4 hrs by homogeneous fluorescence assay,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:10886
benzethonium,3018,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,7.004,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
bietamiverine,3025,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.57,,Ki,Displacement of [3H] N-methylscopolamine from human muscarinic M1 receptor expressed in CHOK1 cells after 30 mins by scintillation counting analysis,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:1950
eburnamonine,3170,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.1,,Kd,,IUPHAR,=,,,,,ALLOSTERIC MODULATOR,Tclin,Homo sapiens,HGNC:1950
enoxolone,3178,Tyrosine-protein phosphatase non-receptor type 1,Enzyme,P18031,PTPN1,PTN1_HUMAN,4.34,,IC50,Inhibition of recombinant PTP1B,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:9642
evans blue,3217,Tyrosine-protein phosphatase non-receptor type 1,Enzyme,P18031,PTPN1,PTN1_HUMAN,5.89,,IC50,Inhibition of human PTPase 1B,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:9642
femoxetine,3220,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,7.036,,Ki,,PDSP,,,,,,,Tclin,Homo sapiens,HGNC:1950
furtrethonium,3256,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,4.1,,Ki,,IUPHAR,=,,,,,AGONIST,Tclin,Homo sapiens,HGNC:1950
iloperidone,3294,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.31,,Ki,,PDSP,=,,,,,,Tclin,Homo sapiens,HGNC:1950
oxiconazole,3408,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.943,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
quercetin,3514,Tyrosine-protein phosphatase non-receptor type 1,Enzyme,P18031,PTPN1,PTN1_HUMAN,4.63,,IC50,The inhibitory activity tested against human Protein-tyrosine phosphatase 1B enzyme,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:9642
quercetin,3514,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,6.92,,IC50,Inhibition of SRC (unknown origin),CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
quercetin,3514,Focal adhesion kinase 1,Kinase,Q05397,PTK2,FAK1_HUMAN,5.92,,IC50,Inhibition of FAK (unknown origin),CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:9611
quercetin,3514,Proteasome subunit beta type-5,Enzyme,P28074,PSMB5,PSB5_HUMAN,5.7,,IC50,Inhibition of chymotrypsin-like activity of human 26S proteasome in human Jurkat cells assessed as decrease in AMC hydrolysis using Z-Gly-Gly-Leu-AMC as substrate after 24 hrs by fluorescence based method,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:9542
quercetin,3514,Amyloid beta A4 protein,Unclassified,P05067,APP,A4_HUMAN,5.1,,IC50,Inhibition of amyloid beta (1 to 42) aggregation (unknown origin),CHEMBL,=,,,,,,,Homo sapiens,HGNC:620
quercetin,3514,Proteasome subunit beta type-5,Enzyme,P28074,PSMB5,PSB5_HUMAN,5.7,,IC50,Inhibition of chymotrypsin-like activity of human 26S proteasome in human Jurkat cells assessed as decrease in AMC hydrolysis using Z-Gly-Gly-Leu-AMC as substrate after 24 hrs by fluorescence based method,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:9542
ruboxistaurin,3533,Serine/threonine-protein kinase MARK2,Kinase,Q7KZI7,MARK2,MARK2_HUMAN,5.64,,Kd,Average Binding Constant for MARK2; NA=Not Active at 10 uM,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:3332
sabcomeline,3536,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.77,,IC50,In vitro affinity against human Muscarinic acetylcholine receptor M1 using quinuclidynyl benzylate (QNB),CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:1950
vincamine,3643,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,4.8,,Kd,,IUPHAR,=,,,,,ALLOSTERIC MODULATOR,Tclin,Homo sapiens,HGNC:1950
xanomeline,3652,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,7.38,,Ki,Affinity towards human M1 receptor expressed in CHO cells using [3H]QNB as radioligand,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:1950
xanomeline,3652,Muscarinic acetylcholine receptor M1,GPCR,P12657,Chrm1,ACM1_MOUSE,5.24,,EC50,Tested against Muscarinic acetylcholine receptor M1 expressed in A9 L cell line,CHEMBL,=,,,,,,,Mus musculus,MGI:88396
yohimbine,3659,Dual specificity phosphatase Cdc25A,Enzyme,P30304,CDC25A,MPIP1_HUMAN,4.65,,IC50,Inhibition of His-tagged Cdc25A expressed in the Escherichia coli BL21(DE3) using p-nitrophenyl phosphate as substrate for 80 mins by spectrophotometry,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:1725
ivermectin,3972,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.924,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
asenapine,4115,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.107,,Ki,,PDSP,,,,,,,Tclin,Homo sapiens,HGNC:1950
pazopanib,4118,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,5.55,,Kd,Binding constant for SRC kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
pazopanib,4118,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,6.05,,Kd,Binding constant for LYN kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:6735
romidepsin,4119,Histone deacetylase 2,Enzyme,Q92769,HDAC2,HDAC2_HUMAN,7.328,,IC50,,WOMBAT-PK,=,,,,,,Tclin,Homo sapiens,HGNC:4853
vorinostat,4124,Histone deacetylase 2,Enzyme,Q92769,HDAC2,HDAC2_HUMAN,8.8,,Ki,Inhibition of human HDAC2,CHEMBL,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL98,INHIBITOR,Tclin,Homo sapiens,HGNC:4853
gentian violet,4138,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.578,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
linagliptin,4175,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.53,,IC50,Displacement of [N-methyl-3H]scopolamine from human recombinant muscarinic M1 receptor expressed in CHO cells,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:1950
vandetanib,4178,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,7.15,,Kd,Binding constant for SRC kinase domain,CHEMBL,=,,,,,INHIBITOR,Tclin,Homo sapiens,HGNC:11283
vandetanib,4178,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,6.96,,Kd,Binding constant for LYN kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:6735
crizotinib,4187,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,6.25,,Kd,Binding constant for SRC kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
crizotinib,4187,Focal adhesion kinase 1,Kinase,Q05397,PTK2,FAK1_HUMAN,6.51,,Kd,Binding constant for FAK kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:9611
crizotinib,4187,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,6.03,,Kd,Binding constant for LYN kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:6735
ruxolitinib,4190,Serine/threonine-protein kinase MARK2,Kinase,Q7KZI7,MARK2,MARK2_HUMAN,6.18,,Kd,Binding constant for MARK2 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:3332
ruxolitinib,4190,Serine/threonine-protein kinase PAK 7,Kinase,Q9P286,PAK5,PAK5_HUMAN,5.89,,Kd,Binding constant for PAK7 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:15916
ruxolitinib,4190,Serine/threonine-protein kinase PAK 4,Kinase,O96013,PAK4,PAK4_HUMAN,5.8,,Kd,Binding constant for PAK4 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:16059
fesoterodine,4191,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.393,,Ki,,WOMBAT-PK,=,,,,,,Tclin,Homo sapiens,HGNC:1950
axitinib,4225,Serine/threonine-protein kinase PAK 4,Kinase,O96013,PAK4,PAK4_HUMAN,5.35,,Kd,Binding constant for PAK4 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:16059
Florbetapir F-18,4285,Amyloid beta A4 protein,Unclassified,P05067,APP,A4_HUMAN,8.54,,Ki,,CHEMBL,=,,,,,,,Homo sapiens,HGNC:620
Flutemetamol (18F),4301,Amyloid beta A4 protein,Unclassified,P05067,APP,A4_HUMAN,9.15,,Ki,Binding affinity to human amyloid beta plaque,CHEMBL,=,,,,,,,Homo sapiens,HGNC:620
glycopyrronium bromide,4302,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,9.69,,Ki,,SCIENTIFIC LITERATURE,=,1.0,CHEMBL,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Public_assessment_report/human/002430/WC500133771.pdf,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201027,ANTAGONIST,Tclin,Homo sapiens,HGNC:1950
aceclidine,4314,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.0,,EC50,,IUPHAR,=,,,,,AGONIST,Tclin,Homo sapiens,HGNC:1950
afatinib,4318,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,5.55,,Kd,Binding constant for SRC kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
bosutinib,4359,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,9.0,,Kd,Binding constant for SRC kinase domain,CHEMBL,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL288441,INHIBITOR,Tclin,Homo sapiens,HGNC:11283
bosutinib,4359,Focal adhesion kinase 1,Kinase,Q05397,PTK2,FAK1_HUMAN,6.24,,Kd,Binding constant for FAK kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:9611
bosutinib,4359,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,8.38,,Kd,Binding constant for LYN kinase domain,CHEMBL,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL288441,INHIBITOR,Tclin,Homo sapiens,HGNC:6735
bosutinib,4359,Serine/threonine-protein kinase PAK 3,Kinase,O75914,PAK3,PAK3_HUMAN,5.24,,Kd,Binding constant for PAK3 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:8592
bosutinib,4359,Serine/threonine-protein kinase PAK 1,Kinase,Q13153,PAK1,PAK1_HUMAN,5.64,,Kd,Binding constant for PAK1 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:8590
bosutinib,4359,Serine/threonine-protein kinase PAK 2,Kinase,Q13177,PAK2,PAK2_HUMAN,5.72,,Kd,Binding constant for PAK2 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:8591
dexchlorpheniramine,4411,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.478,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
